circelec,nce,idservel,local,kei
7146,EL CORTIJO,1723,ESCUELA D-114 GENERAL BERNALES,ESCUELA D-114 GENERAL BERNALES0p0EL CORTIJO
7146,EL CORTIJO,1724,ESCUELA PEDRO AGUIRRE CERDA,ESCUELA PEDRO AGUIRRE CERDA0p0EL CORTIJO
7146,EL CORTIJO,1725,LICEO ALBERTO BLEST GANA,LICEO ALBERTO BLEST GANA0p0EL CORTIJO
7146,EL CORTIJO,1726,LICEO MUNICIPAL ALMIRANTE GALVARINO RIVEROS ,LICEO MUNICIPAL ALMIRANTE GALVARINO RIVEROS 0p0EL CORTIJO
7146,EL CORTIJO,1727,LICEO POETA FEDERICO GARCIA LORCA,LICEO POETA FEDERICO GARCIA LORCA0p0EL CORTIJO
7200,EL GOLF,2230,CENTRO DEPORTIVO ROLF NATHAN ,CENTRO DEPORTIVO ROLF NATHAN 0p0EL GOLF
7200,EL GOLF,2219,COLEGIO ALCAZAR DE LAS CONDES LOCAL: 1,COLEGIO ALCAZAR DE LAS CONDES LOCAL: 10p0EL GOLF
7200,EL GOLF,2220,COLEGIO ALCAZAR DE LAS CONDES LOCAL: 2,COLEGIO ALCAZAR DE LAS CONDES LOCAL: 20p0EL GOLF
7200,EL GOLF,2228,COLEGIO ALEMAN DE SANTIAGO LOCAL: 1,COLEGIO ALEMAN DE SANTIAGO LOCAL: 10p0EL GOLF
7200,EL GOLF,2229,COLEGIO ALEMAN DE SANTIAGO LOCAL: 2,COLEGIO ALEMAN DE SANTIAGO LOCAL: 20p0EL GOLF
7200,EL GOLF,2227,COLEGIO ARABE,COLEGIO ARABE0p0EL GOLF
7200,EL GOLF,2216,COLEGIO COMPAÑIA DE MARIA APOQUINDO LOCAL: 1,COLEGIO COMPAÑIA DE MARIA APOQUINDO LOCAL: 10p0EL GOLF
7200,EL GOLF,2217,COLEGIO COMPAÑIA DE MARIA APOQUINDO LOCAL: 2,COLEGIO COMPAÑIA DE MARIA APOQUINDO LOCAL: 20p0EL GOLF
7200,EL GOLF,2221,COLEGIO DEL VERBO DIVINO LOCAL: 1,COLEGIO DEL VERBO DIVINO LOCAL: 10p0EL GOLF
7200,EL GOLF,2222,COLEGIO DEL VERBO DIVINO LOCAL: 2,COLEGIO DEL VERBO DIVINO LOCAL: 20p0EL GOLF
7200,EL GOLF,2223,COLEGIO LA GIROUETTE,COLEGIO LA GIROUETTE0p0EL GOLF
7200,EL GOLF,2218,COLEGIO SAN JUAN EVANGELISTA LOCAL: 1,COLEGIO SAN JUAN EVANGELISTA LOCAL: 10p0EL GOLF
7200,EL GOLF,2231,COLEGIO SAN JUAN EVANGELISTA LOCAL: 2,COLEGIO SAN JUAN EVANGELISTA LOCAL: 20p0EL GOLF
7200,EL GOLF,2224,COLEGIO VILLA MARIA ACADEMY LOCAL: 1,COLEGIO VILLA MARIA ACADEMY LOCAL: 10p0EL GOLF
7200,EL GOLF,2225,COLEGIO VILLA MARIA ACADEMY LOCAL: 2,COLEGIO VILLA MARIA ACADEMY LOCAL: 20p0EL GOLF
7200,EL GOLF,2226,INSTITUTO PRESIDENTE ERRAZURIZ,INSTITUTO PRESIDENTE ERRAZURIZ0p0EL GOLF
7618,EL MELON,519,COLEGIO EL MELON,COLEGIO EL MELON0p0EL MELON
7224,EL MONTE,2457,ESCUELA E 741 JAVIERA CARRERA,ESCUELA E 741 JAVIERA CARRERA0p0EL MONTE
7224,EL MONTE,2452,ESCUELA REPUBLICA DE HONDURAS ,ESCUELA REPUBLICA DE HONDURAS 0p0EL MONTE
7224,EL MONTE,2453,ESCUELA REPUBLICA DEL ECUADOR LOCAL: 1,ESCUELA REPUBLICA DEL ECUADOR LOCAL: 10p0EL MONTE
7224,EL MONTE,2454,ESCUELA REPUBLICA DEL ECUADOR LOCAL: 2,ESCUELA REPUBLICA DEL ECUADOR LOCAL: 20p0EL MONTE
7224,EL MONTE,2455,LICEO POLIVALENTE LUIS HUMBERTO ACOSTA GAY LOCAL: 1,LICEO POLIVALENTE LUIS HUMBERTO ACOSTA GAY LOCAL: 10p0EL MONTE
7224,EL MONTE,2456,LICEO POLIVALENTE LUIS HUMBERTO ACOSTA GAY LOCAL: 2,LICEO POLIVALENTE LUIS HUMBERTO ACOSTA GAY LOCAL: 20p0EL MONTE
7645,EL PALQUI,260,ESCUELA EL PALQUI,ESCUELA EL PALQUI0p0EL PALQUI
7696,EL PRINCIPAL,2566,LICEO EL PRINCIPAL,LICEO EL PRINCIPAL0p0EL PRINCIPAL
7097,EL PUERTO,345,COLEGIO AGUSTIN EDWARDS,COLEGIO AGUSTIN EDWARDS0p0EL PUERTO
7097,EL PUERTO,346,COLEGIO ARTURO EDWARDS (SEDE CARRERA),COLEGIO ARTURO EDWARDS (SEDE CARRERA)0p0EL PUERTO
7097,EL PUERTO,347,COLEGIO ARTURO EDWARDS (SEDE COLON),COLEGIO ARTURO EDWARDS (SEDE COLON)0p0EL PUERTO
7097,EL PUERTO,348,COLEGIO CARLOS COUSIÑO VALPARAISO,COLEGIO CARLOS COUSIÑO VALPARAISO0p0EL PUERTO
7097,EL PUERTO,349,COLEGIO INMACULADA CONCEPCION DE NUESTRA SEÑORA DE LOURDES,COLEGIO INMACULADA CONCEPCION DE NUESTRA SEÑORA DE LOURDES0p0EL PUERTO
7097,EL PUERTO,350,COLEGIO PEDRO MONTT C-100,COLEGIO PEDRO MONTT C-1000p0EL PUERTO
7097,EL PUERTO,351,COLEGIO SAN DAMIAN DE MOLOKAI,COLEGIO SAN DAMIAN DE MOLOKAI0p0EL PUERTO
7097,EL PUERTO,357,COLEGIO SAN PEDRO NOLASCO DE VALPARAISO,COLEGIO SAN PEDRO NOLASCO DE VALPARAISO0p0EL PUERTO
7097,EL PUERTO,352,COLEGIO SEMINARIO SAN RAFAEL,COLEGIO SEMINARIO SAN RAFAEL0p0EL PUERTO
7097,EL PUERTO,353,ESCUELA BLAS CUEVAS RAMON ALLENDE D-307,ESCUELA BLAS CUEVAS RAMON ALLENDE D-3070p0EL PUERTO
7097,EL PUERTO,354,ESCUELA DE INGENIERIA QUIMICA PUCV,ESCUELA DE INGENIERIA QUIMICA PUCV0p0EL PUERTO
7097,EL PUERTO,355,ESCUELA DE TRIPULANTES Y PORTUARIA DE VALPARAISO,ESCUELA DE TRIPULANTES Y PORTUARIA DE VALPARAISO0p0EL PUERTO
7097,EL PUERTO,356,ESCUELA GRECIA (D-251),ESCUELA GRECIA (D-251)0p0EL PUERTO
7097,EL PUERTO,366,FACULTAD DE INGENIERIA PUCV,FACULTAD DE INGENIERIA PUCV0p0EL PUERTO
7097,EL PUERTO,358,"INSTITUTO PROFESIONAL DUOC UC, SEDE VALPARAISO","INSTITUTO PROFESIONAL DUOC UC, SEDE VALPARAISO0p0EL PUERTO"
7097,EL PUERTO,359,LICEO BICENTENARIO VALPARAISO (B-29),LICEO BICENTENARIO VALPARAISO (B-29)0p0EL PUERTO
7097,EL PUERTO,360,LICEO EDUARDO DE LA BARRA,LICEO EDUARDO DE LA BARRA0p0EL PUERTO
7097,EL PUERTO,361,"LICEO MIXTO POLIVALENTE, MATILDE BRANDAU DE ROSS","LICEO MIXTO POLIVALENTE, MATILDE BRANDAU DE ROSS0p0EL PUERTO"
7097,EL PUERTO,362,LICEO TECNICO DE VALPARAISO,LICEO TECNICO DE VALPARAISO0p0EL PUERTO
7097,EL PUERTO,363,SCUOLA ITALIANA ARTURO DELL´ORO,SCUOLA ITALIANA ARTURO DELL´ORO0p0EL PUERTO
7097,EL PUERTO,364,SCUOLA ITALIANA ARTURO DELL´ORO LOCAL: 2,SCUOLA ITALIANA ARTURO DELL´ORO LOCAL: 20p0EL PUERTO
7097,EL PUERTO,365,"UNIVERSIDAD DE PLAYA ANCHA, FACULTAD DE CIENCIAS DE LA SALUD","UNIVERSIDAD DE PLAYA ANCHA, FACULTAD DE CIENCIAS DE LA SALUD0p0EL PUERTO"
7121,EL QUISCO,502,COLEGIO EL QUISCO,COLEGIO EL QUISCO0p0EL QUISCO
7121,EL QUISCO,503,COMPLEJO EDUCACIONAL CLARA SOLOVERA,COMPLEJO EDUCACIONAL CLARA SOLOVERA0p0EL QUISCO
7032,EL SALVADOR,137,ESCUELA COEDUCACIONAL PARTICULAR,ESCUELA COEDUCACIONAL PARTICULAR0p0EL SALVADOR
7120,EL TABO,500,COLEGIO EL TABO,COLEGIO EL TABO0p0EL TABO
7120,EL TABO,501,ESCUELA BASICA LAS CRUCES,ESCUELA BASICA LAS CRUCES0p0EL TABO
7721,EL TAMBO,677,LICEO TECNICO PROFESIONAL EL TAMBO,LICEO TECNICO PROFESIONAL EL TAMBO0p0EL TAMBO
7043,EL TRANSITO,166,EDUCADOR ARTURO ALVEAR RAMOS,EDUCADOR ARTURO ALVEAR RAMOS0p0EL TRANSITO
7283,EMPEDRADO,752,LICEO SAN IGNACIO,LICEO SAN IGNACIO0p0EMPEDRADO
7586,ENSENADA,1422,ESCUELA RURAL EPSON,ESCUELA RURAL EPSON0p0ENSENADA
7387,ERCILLA,1124,ESCUELA SAN FRANCISCO DE ASIS DE ERCILLA,ESCUELA SAN FRANCISCO DE ASIS DE ERCILLA0p0ERCILLA
7387,ERCILLA,1125,LICEO ALONSO DE ERCILLA Y ZUÑIGA,LICEO ALONSO DE ERCILLA Y ZUÑIGA0p0ERCILLA
7693,ESMERALDA,674,ESCUELA COLONIA ESMERALDA,ESCUELA COLONIA ESMERALDA0p0ESMERALDA
7166,ESTACION LO ESPEJO,1912,COLEGIO LO ESPEJO ,COLEGIO LO ESPEJO 0p0ESTACION LO ESPEJO
7166,ESTACION LO ESPEJO,1911,COLEGIO SAN LUCAS DE LO ESPEJO,COLEGIO SAN LUCAS DE LO ESPEJO0p0ESTACION LO ESPEJO
7166,ESTACION LO ESPEJO,1916,ESCUELA BASICA REPUBLICA DE LAS FILIPINAS,ESCUELA BASICA REPUBLICA DE LAS FILIPINAS0p0ESTACION LO ESPEJO
7166,ESTACION LO ESPEJO,1913,ESCUELA BLUE STAR COLLEGE,ESCUELA BLUE STAR COLLEGE0p0ESTACION LO ESPEJO
7166,ESTACION LO ESPEJO,1914,ESCUELA ESPECIAL TAMARUGAL,ESCUELA ESPECIAL TAMARUGAL0p0ESTACION LO ESPEJO
7166,ESTACION LO ESPEJO,1915,ESCUELA REPUBLICA DE INDONESIA,ESCUELA REPUBLICA DE INDONESIA0p0ESTACION LO ESPEJO
7166,ESTACION LO ESPEJO,1917,LICEO TENIENTE FRANCISCO MERY AGUIRRE,LICEO TENIENTE FRANCISCO MERY AGUIRRE0p0ESTACION LO ESPEJO
7189,ESTADIO NACIONAL,2118,COLEGIO UNIVERSITARIO EL SALVADOR LOCAL: 1 ,COLEGIO UNIVERSITARIO EL SALVADOR LOCAL: 1 0p0ESTADIO NACIONAL
7189,ESTADIO NACIONAL,2119,COLEGIO UNIVERSITARIO EL SALVADOR LOCAL: 2,COLEGIO UNIVERSITARIO EL SALVADOR LOCAL: 20p0ESTADIO NACIONAL
7189,ESTADIO NACIONAL,2121,COMPLEJO EDUCACIONAL MUNICIPAL BRIGIDA WALKER,COMPLEJO EDUCACIONAL MUNICIPAL BRIGIDA WALKER0p0ESTADIO NACIONAL
7189,ESTADIO NACIONAL,2120,ESCUELA GUILLERMO ZAÑARTU IRIGOYEN,ESCUELA GUILLERMO ZAÑARTU IRIGOYEN0p0ESTADIO NACIONAL
7189,ESTADIO NACIONAL,2123,LICEO CARMELA SILVA DONOSO LOCAL: 1,LICEO CARMELA SILVA DONOSO LOCAL: 10p0ESTADIO NACIONAL
7189,ESTADIO NACIONAL,2124,LICEO CARMELA SILVA DONOSO LOCAL: 2,LICEO CARMELA SILVA DONOSO LOCAL: 20p0ESTADIO NACIONAL
7189,ESTADIO NACIONAL,2125,LICEO CARMELA SILVA DONOSO LOCAL: 3,LICEO CARMELA SILVA DONOSO LOCAL: 30p0ESTADIO NACIONAL
7189,ESTADIO NACIONAL,2126,LICEO CARMELA SILVA DONOSO LOCAL: 4,LICEO CARMELA SILVA DONOSO LOCAL: 40p0ESTADIO NACIONAL
7189,ESTADIO NACIONAL,2122,LICEO JOSE TORIBIO MEDINA,LICEO JOSE TORIBIO MEDINA0p0ESTADIO NACIONAL
7189,ESTADIO NACIONAL,2116,SAINT GASPAR COLLEGE LOCAL: 1,SAINT GASPAR COLLEGE LOCAL: 10p0ESTADIO NACIONAL
7189,ESTADIO NACIONAL,2117,SAINT GASPAR COLLEGE LOCAL: 2,SAINT GASPAR COLLEGE LOCAL: 20p0ESTADIO NACIONAL
7346,FLORIDA,939,ESCUELA BASICA FLORIDA,ESCUELA BASICA FLORIDA0p0FLORIDA
7346,FLORIDA,940,LICEO LUIS DE ALAVA,LICEO LUIS DE ALAVA0p0FLORIDA
7679,FOLILCO,2662,ESCUELA RURAL FOLILCO,ESCUELA RURAL FOLILCO0p0FOLILCO
7108,FORESTAL,434,COLEGIO SEMINARIO SAN RAFAEL,COLEGIO SEMINARIO SAN RAFAEL0p0FORESTAL
7108,FORESTAL,435,"DUOC UC, SEDE VIÑA DEL MAR","DUOC UC, SEDE VIÑA DEL MAR0p0FORESTAL"
7108,FORESTAL,436,ESCUELA BASICA CHORRILLOS E-323,ESCUELA BASICA CHORRILLOS E-3230p0FORESTAL
7108,FORESTAL,437,ESCUELA ESPECIAL JUANITA AGUIRRE CERDA,ESCUELA ESPECIAL JUANITA AGUIRRE CERDA0p0FORESTAL
7108,FORESTAL,438,ESCUELA LIBERTADOR  BERNARDO O'HIGGINS,ESCUELA LIBERTADOR  BERNARDO O'HIGGINS0p0FORESTAL
7108,FORESTAL,439,LICEO A-33 GUILLERMO RIVERA COTAPOS,LICEO A-33 GUILLERMO RIVERA COTAPOS0p0FORESTAL
7410,FREIRE,1225,COLEGIO SANTA CRUZ DE FREIRE,COLEGIO SANTA CRUZ DE FREIRE0p0FREIRE
7410,FREIRE,1226,COMPLEJO EDUCACIONAL JUAN SCHLEYER,COMPLEJO EDUCACIONAL JUAN SCHLEYER0p0FREIRE
7410,FREIRE,1227,ESCUELA JUAN SEGUEL,ESCUELA JUAN SEGUEL0p0FREIRE
7410,FREIRE,1228,ESCUELA JUAN SEGUEL ANEXO,ESCUELA JUAN SEGUEL ANEXO0p0FREIRE
7040,FREIRINA,163,ESCUELA BASICA ALEJANDRO NOEMI HUERTA,ESCUELA BASICA ALEJANDRO NOEMI HUERTA0p0FREIRINA
7462,FRESIA,1359,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO0p0FRESIA
7462,FRESIA,1358,LICEO CARLOS IBAÑEZ DEL CAMPO,LICEO CARLOS IBAÑEZ DEL CAMPO0p0FRESIA
7464,FRUTILLAR,1364,LICEO IGNACIO CARRERA PINTO,LICEO IGNACIO CARRERA PINTO0p0FRUTILLAR
7464,FRUTILLAR,1363,LICEO INDUSTRIAL CHILENO ALEMAN,LICEO INDUSTRIAL CHILENO ALEMAN0p0FRUTILLAR
7735,FUNDO EL CARMEN,1301,COLEGIO ADVENTISTA DE TEMUCO SEDE LOS CREADORES,COLEGIO ADVENTISTA DE TEMUCO SEDE LOS CREADORES0p0FUNDO EL CARMEN
7735,FUNDO EL CARMEN,1302,COLEGIO INNOV-ARTE,COLEGIO INNOV-ARTE0p0FUNDO EL CARMEN
7485,FUTALEUFU,1401,ESCUELA FUTALEUFU,ESCUELA FUTALEUFU0p0FUTALEUFU
7430,FUTRONO,2615,ESCUELA BASICA JOSE M. BALMACEDA F.,ESCUELA BASICA JOSE M. BALMACEDA F.0p0FUTRONO
7430,FUTRONO,2616,LICEO SAN CONRADO DE FUTRONO,LICEO SAN CONRADO DE FUTRONO0p0FUTRONO
7424,GALVARINO,1261,ESCUELA MUNICIPAL GABRIELA MISTRAL,ESCUELA MUNICIPAL GABRIELA MISTRAL0p0GALVARINO
7424,GALVARINO,1262,ESCUELA MUNICIPAL RIO QUILLEM,ESCUELA MUNICIPAL RIO QUILLEM0p0GALVARINO
7697,GENERAL CRUZ,2807,ESCUELA BASICA GENERAL CRUZ ,ESCUELA BASICA GENERAL CRUZ 0p0GENERAL CRUZ
7006,GENERAL LAGOS,2700,ESCUELA INTERNADO VISVIRI,ESCUELA INTERNADO VISVIRI0p0GENERAL LAGOS
7413,GORBEA,1234,ESCUELA BASICA CINCO,ESCUELA BASICA CINCO0p0GORBEA
7413,GORBEA,1235,ESCUELA PRESBITERO JOSE AGUSTIN GOMEZ,ESCUELA PRESBITERO JOSE AGUSTIN GOMEZ0p0GORBEA
7413,GORBEA,1236,LICEO BICENTENARIO COMPLEJO EDUCACIONAL ANDRES ANTONIO GORBEA,LICEO BICENTENARIO COMPLEJO EDUCACIONAL ANDRES ANTONIO GORBEA0p0GORBEA
7228,GRANEROS,555,ESCUELA ANTONIO TREDAN ARKO,ESCUELA ANTONIO TREDAN ARKO0p0GRANEROS
7228,GRANEROS,556,ESCUELA HERNAN OLGUIN MAYBE,ESCUELA HERNAN OLGUIN MAYBE0p0GRANEROS
7228,GRANEROS,557,ESCUELA SIXTO MENDEZ PARADA,ESCUELA SIXTO MENDEZ PARADA0p0GRANEROS
7228,GRANEROS,558,LICEO MUNICIPAL MISAEL LOBOS MONROY,LICEO MUNICIPAL MISAEL LOBOS MONROY0p0GRANEROS
7496,GUAITECAS,1495,LICEO DE MELINKA,LICEO DE MELINKA0p0GUAITECAS
7289,GUALLECO,763,ESCUELA FRAY PEDRO ARMENGOL VALENZUELA,ESCUELA FRAY PEDRO ARMENGOL VALENZUELA0p0GUALLECO
7641,GUARILIHUE,2804,ESCUELA GUARILIHUE ALTO,ESCUELA GUARILIHUE ALTO0p0GUARILIHUE
7621,GULTRO,671,ESCUELA MUNICIPAL DE GULTRO,ESCUELA MUNICIPAL DE GULTRO0p0GULTRO
7094,HIJUELAS,335,COLEGIO PARROQUIAL SAN NICOLAS,COLEGIO PARROQUIAL SAN NICOLAS0p0HIJUELAS
7094,HIJUELAS,336,LICEO MUNICIPAL LUIS LABORDA,LICEO MUNICIPAL LUIS LABORDA0p0HIJUELAS
7483,HUALAIHUE,1399,LICEO HORNOPIREN,LICEO HORNOPIREN0p0HUALAIHUE
7585,HUALAIHUE PUERTO,1421,ESCUELA RURAL CATARATAS DEL ALERCE,ESCUELA RURAL CATARATAS DEL ALERCE0p0HUALAIHUE PUERTO
7271,HUALAÑE,709,ESCUELA MONSENOR MANUEL LARRAIN ERRAZURIZ,ESCUELA MONSENOR MANUEL LARRAIN ERRAZURIZ0p0HUALAÑE
7271,HUALAÑE,710,LICEO HUALANE,LICEO HUALANE0p0HUALAÑE
7341,HUALPEN,909,COLEGIO ALONKURA,COLEGIO ALONKURA0p0HUALPEN
7341,HUALPEN,910,COLEGIO BASICO VILLA ACERO,COLEGIO BASICO VILLA ACERO0p0HUALPEN
7341,HUALPEN,911,COLEGIO DE LOS SAGRADOS CORAZONES,COLEGIO DE LOS SAGRADOS CORAZONES0p0HUALPEN
7341,HUALPEN,912,COLEGIO MONTANER DE HUALPEN,COLEGIO MONTANER DE HUALPEN0p0HUALPEN
7341,HUALPEN,913,COLEGIO RUCALHUE,COLEGIO RUCALHUE0p0HUALPEN
7341,HUALPEN,914,ESCUELA BASICA CRISTOBAL COLON,ESCUELA BASICA CRISTOBAL COLON0p0HUALPEN
7341,HUALPEN,915,ESCUELA BLANCA ESTELA PRAT CARVAJAL,ESCUELA BLANCA ESTELA PRAT CARVAJAL0p0HUALPEN
7341,HUALPEN,916,ESCUELA HELEN KELLER ADAMS,ESCUELA HELEN KELLER ADAMS0p0HUALPEN
7341,HUALPEN,917,ESCUELA REPUBLICA DEL PERU,ESCUELA REPUBLICA DEL PERU0p0HUALPEN
7341,HUALPEN,918,ESCUELA THOMAS JEFFERSON D 465,ESCUELA THOMAS JEFFERSON D 4650p0HUALPEN
7341,HUALPEN,919,LICEO INDUSTRIAL DE LA CONSTRUCCION HERNAN VALENZUELA,LICEO INDUSTRIAL DE LA CONSTRUCCION HERNAN VALENZUELA0p0HUALPEN
7341,HUALPEN,920,LICEO SIMON BOLIVAR,LICEO SIMON BOLIVAR0p0HUALPEN
7341,HUALPEN,921,LICEO TECNICO PROFESIONAL LUCILA GODOY ALCAYAGA,LICEO TECNICO PROFESIONAL LUCILA GODOY ALCAYAGA0p0HUALPEN
7341,HUALPEN,922,LICEO TECNICO PROFESIONAL PEDRO DEL RIO ZAÑARTU,LICEO TECNICO PROFESIONAL PEDRO DEL RIO ZAÑARTU0p0HUALPEN
7558,HUALPIN,1267,ESCUELA HORIZONTES,ESCUELA HORIZONTES0p0HUALPIN
7348,HUALQUI,942,ESCUELA BASICA LOS LIBERTADORES,ESCUELA BASICA LOS LIBERTADORES0p0HUALQUI
7348,HUALQUI,943,ESCUELA MANUEL AMAT Y JUNIET,ESCUELA MANUEL AMAT Y JUNIET0p0HUALQUI
7348,HUALQUI,944,ESCUELA NUEVA REPUBLICA,ESCUELA NUEVA REPUBLICA0p0HUALQUI
7348,HUALQUI,945,LICEO SAN JUAN BAUTISTA DE HUALQUI,LICEO SAN JUAN BAUTISTA DE HUALQUI0p0HUALQUI
7290,HUAQUEN,764,ESCUELA ELENA ARMIJO MORALES,ESCUELA ELENA ARMIJO MORALES0p0HUAQUEN
7009,HUARA,25,GIMNASIO MUNICIPAL TECHADO DE HUARA,GIMNASIO MUNICIPAL TECHADO DE HUARA0p0HUARA
7009,HUARA,24,LICEO DE HUARA,LICEO DE HUARA0p0HUARA
7041,HUASCO,164,ESCUELA MIREYA ZULETA ASTUDILLO,ESCUELA MIREYA ZULETA ASTUDILLO0p0HUASCO
7148,HUECHURABA,1729,CENTRO EDUCACIONAL DE HUECHURABA LOCAL: 1,CENTRO EDUCACIONAL DE HUECHURABA LOCAL: 10p0HUECHURABA
7148,HUECHURABA,1730,CENTRO EDUCACIONAL DE HUECHURABA LOCAL: 2,CENTRO EDUCACIONAL DE HUECHURABA LOCAL: 20p0HUECHURABA
7148,HUECHURABA,1731,CENTRO EDUCACIONAL DE HUECHURABA LOCAL: 3,CENTRO EDUCACIONAL DE HUECHURABA LOCAL: 30p0HUECHURABA
7148,HUECHURABA,1733,COLEGIO SANTA TERESA DE JESUS DE LOS ANDES,COLEGIO SANTA TERESA DE JESUS DE LOS ANDES0p0HUECHURABA
7148,HUECHURABA,1734,ESCUELA ADELAIDA LA FETRA,ESCUELA ADELAIDA LA FETRA0p0HUECHURABA
7148,HUECHURABA,1735,ESCUELA BASICA CARLOS PRATS GONZALEZ,ESCUELA BASICA CARLOS PRATS GONZALEZ0p0HUECHURABA
7148,HUECHURABA,1732,ESCUELA JOSE ABELARDO NUÑEZ N°3,ESCUELA JOSE ABELARDO NUÑEZ N°30p0HUECHURABA
7148,HUECHURABA,1736,ESCUELA SANTA VICTORIA DE HUECHURABA,ESCUELA SANTA VICTORIA DE HUECHURABA0p0HUECHURABA
7148,HUECHURABA,1737,ESCUELA SANTIAGO DE GUAYAQUIL,ESCUELA SANTIAGO DE GUAYAQUIL0p0HUECHURABA
7687,HUELMO,1433,ESCUELA RURAL HUELMO,ESCUELA RURAL HUELMO0p0HUELMO
7590,HUELQUEN,2475,LICEO MARIA CARVAJAL FUENZALIDA,LICEO MARIA CARVAJAL FUENZALIDA0p0HUELQUEN
7644,HUEQUEN,1284,ESCUELA VILLA HUEQUEN,ESCUELA VILLA HUEQUEN0p0HUEQUEN
7301,HUERTA DEL MAULE,803,ESCUELA MARIANO LATORRE,ESCUELA MARIANO LATORRE0p0HUERTA DEL MAULE
7695,HUERTOS FAMILIARES,2565,LICEO HUERTOS FAMILIARES,LICEO HUERTOS FAMILIARES0p0HUERTOS FAMILIARES
7566,HUEYUSCA,1414,ESCUELA RURAL NUEVA ISRAEL,ESCUELA RURAL NUEVA ISRAEL0p0HUEYUSCA
7568,HUISCAPI,1268,COMPLEJO EDUCACIONAL JUAN XXIII,COMPLEJO EDUCACIONAL JUAN XXIII0p0HUISCAPI
7057,HURTADO,225,ESCUELA BASICA AMANECER,ESCUELA BASICA AMANECER0p0HURTADO
7650,ICALMA,1285,ESCUELA BASICA LAFQUEN ICALMA,ESCUELA BASICA LAFQUEN ICALMA0p0ICALMA
7742,IGNAO,2672,COMPLEJO EDUCACIONAL IGNAO,COMPLEJO EDUCACIONAL IGNAO0p0IGNAO
7064,ILLAPEL,240,COLEGIO SANTA TERESA,COLEGIO SANTA TERESA0p0ILLAPEL
7064,ILLAPEL,239,ESCUELA BASICA VALLE DEL CHOAPA,ESCUELA BASICA VALLE DEL CHOAPA0p0ILLAPEL
7064,ILLAPEL,238,ESCUELA JUAN CARRASCO RISCO,ESCUELA JUAN CARRASCO RISCO0p0ILLAPEL
7064,ILLAPEL,237,LICEO DOMINGO ORTIZ DE ROZAS,LICEO DOMINGO ORTIZ DE ROZAS0p0ILLAPEL
7064,ILLAPEL,236,LICEO POLITECNICO PABLO RODRIGUEZ CAVIEDES,LICEO POLITECNICO PABLO RODRIGUEZ CAVIEDES0p0ILLAPEL
7273,ILOCA,712,COLEGIO DOCTOR MANUEL AVILES INOSTROZA,COLEGIO DOCTOR MANUEL AVILES INOSTROZA0p0ILOCA
7134,INDEPENDENCIA,1647,ESCUELA BASICA CAMILO MORI,ESCUELA BASICA CAMILO MORI0p0INDEPENDENCIA
7134,INDEPENDENCIA,1648,LICEO GABRIELA MISTRAL LOCAL: 1,LICEO GABRIELA MISTRAL LOCAL: 10p0INDEPENDENCIA
7134,INDEPENDENCIA,1649,LICEO GABRIELA MISTRAL LOCAL: 2,LICEO GABRIELA MISTRAL LOCAL: 20p0INDEPENDENCIA
7134,INDEPENDENCIA,1650,LICEO MIGUEL RAFAEL PRADO LOCAL: 1,LICEO MIGUEL RAFAEL PRADO LOCAL: 10p0INDEPENDENCIA
7134,INDEPENDENCIA,1651,LICEO MIGUEL RAFAEL PRADO LOCAL: 2,LICEO MIGUEL RAFAEL PRADO LOCAL: 20p0INDEPENDENCIA
7134,INDEPENDENCIA,1652,LICEO MULTIGENERO DOCTORA ELOISA DIAZ INZUNZA LOCAL: 1,LICEO MULTIGENERO DOCTORA ELOISA DIAZ INZUNZA LOCAL: 10p0INDEPENDENCIA
7134,INDEPENDENCIA,1653,LICEO MULTIGENERO DOCTORA ELOISA DIAZ INZUNZA LOCAL: 2,LICEO MULTIGENERO DOCTORA ELOISA DIAZ INZUNZA LOCAL: 20p0INDEPENDENCIA
7134,INDEPENDENCIA,1654,LICEO POLIVALENTE A-80 PRESIDENTE JOSE MANUEL BALMACEDA LOCAL: 1,LICEO POLIVALENTE A-80 PRESIDENTE JOSE MANUEL BALMACEDA LOCAL: 10p0INDEPENDENCIA
7134,INDEPENDENCIA,1655,LICEO POLIVALENTE A-80 PRESIDENTE JOSE MANUEL BALMACEDA LOCAL: 2,LICEO POLIVALENTE A-80 PRESIDENTE JOSE MANUEL BALMACEDA LOCAL: 20p0INDEPENDENCIA
7134,INDEPENDENCIA,1656,LICEO SAN FRANCISCO DE QUITO LOCAL: 1 ,LICEO SAN FRANCISCO DE QUITO LOCAL: 1 0p0INDEPENDENCIA
7134,INDEPENDENCIA,1657,LICEO SAN FRANCISCO DE QUITO LOCAL: 2,LICEO SAN FRANCISCO DE QUITO LOCAL: 20p0INDEPENDENCIA
7134,INDEPENDENCIA,1658,LICEO SANTA TERESITA,LICEO SANTA TERESITA0p0INDEPENDENCIA
7007,IQUIQUE,1,COLEGIO ACADEMIA TARAPACA,COLEGIO ACADEMIA TARAPACA0p0IQUIQUE
7007,IQUIQUE,21,COLEGIO ADVENTISTA,COLEGIO ADVENTISTA0p0IQUIQUE
